Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Solution Type,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Mass*sin(i) [Earth Mass],Planet Mass*sin(i)/sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) Provenance,Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Time Reference Frame and Standard,Ratio of Planet to Stellar Radius,Epoch of Periastron [days],Argument of Periastron [deg],Radial Velocity Amplitude [m/s],Projected Obliquity [deg],True Obliquity [deg],Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Metallicity [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],Stellar Rotational Velocity [km/s],Stellar Rotational Period [days],Systemic Radial Velocity [km/s],Distance [pc],Parallax [mas],B (Johnson) Magnitude,V (Johnson) Magnitude,J (2MASS) Magnitude,H (2MASS) Magnitude,Ks (2MASS) Magnitude,u (Sloan) Magnitude,g (Sloan) Magnitude,r (Sloan) Magnitude,i (Sloan) Magnitude,z (Sloan) Magnitude,W1 (WISE) Magnitude,W2 (WISE) Magnitude,W3 (WISE) Magnitude,W4 (WISE) Magnitude,Gaia Magnitude
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.94150685,13.563,292.391,,,292.391,Mass,0.64,0.0,,,BJD-TT,,,,,,,,5750.0,0.94,1.03,,,,,,,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.941534,14.572,286.047,,,286.047,Mass,,,,,HJD,,,,116.0,,,G1 V,5750.0,1.0,1.0,0.015,[Fe/H],,4.43,4.74,,1.11,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.941516,,,,,,,,,,,BJD,0.1315,,,,,,,5750.0,0.88,0.88,0.02,[Fe/H],,4.51,,1.79,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.94153,12.778,263.7989,,,263.7989,Mass,,0.0,,,,,,,116.0,,,,5750.0,0.88,0.88,0.02,[Fe/H],,4.51,,1.79,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.94150685,13.518,290.17879,,,290.17879,Mass,0.645,0.019,,,BJD-TDB,,,,115.3,,,,5750.0,0.93,1.03,0.02,,,,1.0,,1.11,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.9415128,13.518,293.67492,,,293.67492,Mass,0.7,,,1210.0,,,,,116.0,,,,5750.0,0.94,1.04,0.02,[Fe/H],,4.51,0.9,1.75,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.941634,15.02,,,,,,,,,,HJD,0.138,,,,,,,,1.0,,,,,,,,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-1 b,XO-1,b,1,1,0,0,Transit,Published Confirmed,3.9415128,,,,,,,,,,,HJD,,,,,,,,5750.0,,,0.058,[M/H],,4.53,,,,,,163.553,6.08537,11.878,11.251,9.939,9.601,9.527,14.8365,11.7844,11.0495,10.8685,11.3144,9.495,9.518,9.507,9.248,11.004
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61585978,,,,,,,,,,,BJD-TDB,,,,,,,,5340.0,,,,,-0.162,,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.615857,11.018,179.89178,,,179.89178,Mass,0.741,,,1319.0,,0.10395,,,85.0,,,,5340.0,,,,,-0.162,,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61585922,11.422,189.10885,,,189.10885,Mass,0.698,0.006,,,BJD-TDB,,,,90.17,,,,5332.0,1.0,0.96,0.43,,,,7.8,,1.07,28.6,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.615864,11.164,179.566,,,179.566,Mass,,,,,HJD,,,,,,,,,0.98,0.97,,,,,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61585922,11.422,189.737,,,189.737,Mass,0.7,0.006,,,BJD-TDB,,,,90.17,7.0,27.0,,5332.0,1.01,0.97,0.43,[Fe/H],-0.155,4.44,7.9,,1.07,,46.93,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61585906,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.615864,11.119,176.39565,,,176.39565,Mass,0.75677,,,1328.0,,,,,85.0,,,,5340.0,0.97,0.95,0.45,[Fe/H],,4.44,1.9,1.461,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.615864,11.03,188.47319,,,188.47319,Mass,0.77406,,,1328.0,,,,,92.2,,,,5340.0,0.96,0.92,0.45,[Fe/H],,4.44,6.5,1.457,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61586178,,,,,,,,0.0,,,,,,,,,,,5343.0,0.96,,0.39,[Fe/H],,4.49,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61586178,11.131,179.89178,,,179.89178,Mass,0.715,,,,HJD,0.10304,,,,,,,,0.99,0.97,,,,4.43,,1.41,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,,,199.91507,,,199.91507,Mass,,0.028,,,,,,261.0,93.9,,,,,,0.98,0.35,[Fe/H],,,,,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 N b,XO-2 N,b,2,3,0,0,Transit,Published Confirmed,2.61585779,,,,,,,,,,,BJD-TDB,0.1036,,,,,,,5267.0,1.08,0.9,0.38,[M/H],-0.088,4.32,,0.9957,,,,154.273,6.45395,11.947,11.246,9.744,9.34,9.308,14.9353,14.8008,14.4984,10.8006,13.0957,9.24,9.31,9.236,8.833,10.9718
XO-2 S b,XO-2 S,b,2,3,0,0,Radial Velocity,Published Confirmed,18.157,,,82.6358,,82.6358,Msini,,0.18,,,,,,,20.6,,,,5399.0,1.0,0.98,0.39,[Fe/H],,4.43,,,,,,151.398,6.57655,12.051,11.196,9.742,9.371,9.272,14.7371,10.9208,10.9759,14.5936,11.022,9.239,9.306,9.272,8.256,10.9278
XO-2 S b,XO-2 S,b,2,3,0,0,Radial Velocity,Published Confirmed,18.157,,,82.315,,82.315,Msini,,0.18,,,,,2456413.11,311.9,20.64,,,,5399.0,1.02,0.98,0.39,[Fe/H],,4.43,7.1,,1.7,,46.54,151.398,6.57655,12.051,11.196,9.742,9.371,9.272,14.7371,10.9208,10.9759,14.5936,11.022,9.239,9.306,9.272,8.256,10.9278
XO-2 S c,XO-2 S,c,2,3,0,0,Radial Velocity,Published Confirmed,120.8,,,435.409,,435.409,Msini,,0.1528,,,,,2456408.1,264.5,57.68,,,,5399.0,1.02,0.98,0.39,[Fe/H],,4.43,7.1,,1.7,,46.54,151.398,6.57655,12.051,11.196,9.742,9.371,9.272,14.7371,10.9208,10.9759,14.5936,11.022,9.239,9.306,9.272,8.256,10.9278
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.19153285,13.641,3718.611,,,3718.611,Mass,8.1,0.27587,,,BJD-TDB,,,349.35,1468.9,,,,6430.0,1.38,1.21,-0.177,[Fe/H],,,2.82,,18.54,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.19154,15.805,2316.9807,,,2316.9807,Mass,,0.29,,,,,,,1488.0,,,,6429.0,1.54,0.58,-0.18,[Fe/H],,3.95,,0.22,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,,,,,,,,,,,,,,,,,37.3,,,6673.0,1.69,1.41,-0.04,[M/H],0.706,4.13,,0.4141,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,,,,,,,,,,,,,0.0915,,,,,,,6781.0,1.49,1.41,-0.08,[Fe/H],,4.23,,0.649,18.77,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.191523,,,,,,,,0.285,,,HJD,0.1005,,348.9,1501.0,,,,,,,,,,,,,,,-12.03,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.1915239,13.641,3747.06,,,3747.06,Mass,8.1,0.26,,,HJD,,,345.8,,,,,6429.0,1.38,1.21,,,0.465,,,,18.54,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.191561,,,,,,,,,,,BJD,0.0888,,,,,,,6429.0,1.54,0.58,-0.18,[Fe/H],,3.95,,0.22,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,,,3861.6345,,,3861.6345,Mass,,0.2833,,,,,,346.8,1480.0,,,,,,1.21,-0.05,[Fe/H],,,,,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.1915289,13.989,3759.9289,,,3759.9289,Mass,8.09,,,1729.0,,,,,1488.0,,,,6429.0,1.41,1.21,-0.18,[Fe/H],,4.22,3.0,0.607,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.19153247,,,,,,,,0.2769,,,BJD-TDB,0.08825,,347.2,1478.0,,,,6673.0,1.69,1.41,-0.04,[M/H],0.706,4.13,,0.4141,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.1915426,21.858,4211.22639,4138.12586,,4211.22639,Mass,,0.26,,,HJD,,2454024.7278,-15.4,1471.0,,,F5V,6429.0,2.13,1.41,-0.177,[Fe/H],,3.95,,,18.54,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.191524,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-3 b,XO-3,b,1,1,0,0,Transit,Published Confirmed,3.191525,,,,,,,,,,,BJD-TDB,,,,,,,F5V,6429.0,2.13,1.41,-0.177,[Fe/H],,3.95,,,18.54,,,213.053,4.66603,10.274,9.854,9.013,8.845,8.791,,,,,,8.754,8.765,8.736,8.372,9.73889
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.1250828,14.91,565.71,,,565.71,Mass,,0.0,,,BJD-TDB,0.0881,,,168.6,-46.7,,,,,,,,,,,,8.9,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.1250679,,,,,,,,,,,BJD-TDB,,,,,,,F5 V,5700.0,1.55,1.32,-0.04,[Fe/H],,4.18,2.1,,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.12508,14.011,451.3186,,,451.3186,Mass,,0.0,,,,,,,168.6,,,,6397.0,1.45,1.1,-0.04,[Fe/H],,4.18,,0.5,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.1250672,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,,,495.49697,,,495.49697,Mass,,0.002,,,,,,240.0,163.7,,,,,,1.32,-0.03,[Fe/H],,,,,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.1250828,14.426,491.68301,,,491.68301,Mass,0.9,,,1630.0,,,,,165.8,,,,6397.0,1.53,1.28,-0.04,[Fe/H],,4.18,2.7,0.504,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.12502,14.46,483.41943,,,483.41943,Mass,0.9443,,,1630.0,,,,,163.0,,,,6397.0,1.53,1.28,-0.04,[Fe/H],,4.18,2.7,0.506,,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-4 b,XO-4,b,1,1,0,0,Transit,Published Confirmed,4.1250823,15.02,512.34196,,,512.34196,Mass,0.83,0.0039,,,BJD-TDB,,,,169.6,,,,6400.0,1.56,1.32,-0.04,[Fe/H],,,2.1,,8.8,,,272.655,3.63921,11.149,10.814,9.667,9.476,9.406,,,,,,9.373,9.398,9.378,8.716,10.5131
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.1877558,12.78,378.2,,,378.2,Mass,1.06,0.0,,1230.0,HJD-UTC,0.1039,,,146.0,,,,5430.0,1.13,1.04,0.05,[Fe/H],,4.35,,1.01,,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.18776,,,331.81452,,331.81452,Msini,,0.0,,,JD,,2464186.946,331.01,143.6,,,G8 V,5470.0,1.08,0.88,0.05,[Fe/H],-0.06,,14.8,,,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,,,334.03933,,,334.03933,Mass,,0.013,,,,,,184.0,144.3,,,,,,0.88,0.05,[Fe/H],,,,,,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.1877539,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.187757,12.207,344.52772,,,344.52772,Mass,1.12,,,1203.0,,,,,144.9,,,,5370.0,1.06,0.91,0.05,[Fe/H],,4.34,,1.07,,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.18775581,12.431,332.45018,,,332.45018,Mass,0.95,0.021,,,BJD-TDB,,,,143.5,,,,5370.0,1.08,0.88,0.05,,,,7.0,,0.7,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.187732,12.89,365.5045,,,365.5045,Mass,1.02,,,1244.0,HJD,0.106,,,145.0,,,G8 V,5510.0,1.11,1.0,0.25,[Fe/H],,4.52,8.5,1.02,1.8,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.1877562,,,,,,,,,,,BJD-TDB,,,,,,,G8 V,5510.0,1.11,1.0,0.25,[Fe/H],,4.52,8.5,1.02,1.8,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-5 b,XO-5,b,1,1,0,0,Transit,Published Confirmed,4.187757,12.431,336.568,,,336.568,Mass,0.96,,,,BJD,,,,,,,,5370.0,1.08,0.88,,,-0.056,,,,0.7,,,276.211,3.59238,12.899,12.198,10.774,10.443,10.345,15.3529,15.008,11.9889,11.8207,13.6561,10.333,10.381,10.292,8.354,11.9498
XO-6 b,XO-6,b,1,1,0,0,Transit,Published Confirmed,3.7650007,23.203,1398.452,,,1398.452,Mass,0.62,0.0,,1577.0,BJD,0.11,,,450.0,-20.7,,F5,6720.0,1.93,1.47,-0.07,[Fe/H],,4.04,1.88,1.0,48.0,,,235.479,4.21833,10.678,10.247,9.471,9.266,9.246,,,,,,9.213,9.232,9.34,8.709,10.191
XO-6 b,XO-6,b,1,1,0,0,Transit,Published Confirmed,3.7649939,,,,,,,,,,,BJD-TDB,,,,,,,F5,6720.0,1.93,1.47,-0.07,[Fe/H],,4.04,1.88,1.0,48.0,,,235.479,4.21833,10.678,10.247,9.471,9.266,9.246,,,,,,9.213,9.232,9.34,8.709,10.191
XO-6 b,XO-6,b,1,1,0,0,Transit,Published Confirmed,3.7649925,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,235.479,4.21833,10.678,10.247,9.471,9.266,9.246,,,,,,9.213,9.232,9.34,8.709,10.191
XO-6 b,XO-6,b,1,1,0,0,Transit,Published Confirmed,3.7649916,,,,,,,,,,,BJD,0.1158,,,,,,F5,6720.0,1.93,1.47,-0.07,[Fe/H],,4.04,1.88,1.0,48.0,,,235.479,4.21833,10.678,10.247,9.471,9.266,9.246,,,,,,9.213,9.232,9.34,8.709,10.191
XO-7 b,XO-7,b,1,1,0,0,Transit,Published Confirmed,2.8641413,,,,,,,,,,,BJD,0.0941,,,,,,G0 V,6250.0,1.48,1.41,0.432,[Fe/H],,4.25,1.18,,6.0,,-12.98,234.149,4.24195,11.229,10.521,9.557,9.308,9.241,,,,,,9.16,9.192,9.109,9.215,10.4575
XO-7 b,XO-7,b,1,1,0,0,Transit,Published Confirmed,2.8641424,15.39,225.34147,,,225.34147,Mass,0.34,0.038,1540.0,1743.0,BJD-TDB,0.09532,,,80.5,,,G0 V,6250.0,1.48,1.41,0.432,[Fe/H],,4.25,1.18,,6.0,,-12.98,234.149,4.24195,11.229,10.521,9.557,9.308,9.241,,,,,,9.16,9.192,9.109,9.215,10.4575
XO-7 b,XO-7,b,1,1,0,0,Transit,Published Confirmed,2.86413545,,,,,,,,,,,BJD-TDB,,,,,,,,,,,,,,,,,,,,234.149,4.24195,11.229,10.521,9.557,9.308,9.241,,,,,,9.16,9.192,9.109,9.215,10.4575
YSES 2 b,YSES 2,b,1,1,0,0,Imaging,Published Confirmed,,,2002.31896,,,2002.31896,Mass,,,,,,,,,,,,K1 V,4749.0,1.19,1.1,,,-0.185,,0.014,,19.3,2.73,,109.406,9.1115,11.767,10.885,9.006,8.484,8.358,,,,,,8.297,8.32,8.258,7.929,10.5352
YSES 2 b,YSES 2,b,1,1,0,0,Imaging,Published Confirmed,,,2669.75862,,,2669.75862,Mass,,,,,,,,,,,,,,,,,,,,,,,,,109.406,9.1115,11.767,10.885,9.006,8.484,8.358,,,,,,8.297,8.32,8.258,7.929,10.5352
YZ Cet b,YZ Cet,b,1,3,0,0,Radial Velocity,Published Confirmed,1.96876,,,0.75,,0.75,Msini,,0.0,,,,,,,1.48,,,M4.5,3056.0,0.17,0.13,-0.26,[Fe/H],,,5.0,,,83.0,28.3,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet b,YZ Cet,b,1,3,0,0,Radial Velocity,Published Confirmed,1.9689,,,0.65,,0.65,Msini,,0.03,,,,,,354.0,1.3,,,M4 V,,0.17,0.13,,,,,,,,,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet b,YZ Cet,b,1,3,0,0,Radial Velocity,Published Confirmed,2.02087,,,0.7,,0.7,Msini,,0.06,8.21,471.0,BJD,,2452996.25,197.0,1.31,,,M4.5 V,3151.0,0.16,0.14,-0.18,[Fe/H],-2.659,5.17,3.8,,2.0,68.28,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet c,YZ Cet,c,1,3,0,0,Radial Velocity,Published Confirmed,3.05989,,,1.14,,1.14,Msini,,0.0,4.72,410.0,BJD,,2452997.62,,1.84,,,M4.5 V,3151.0,0.16,0.14,-0.18,[Fe/H],-2.659,5.17,3.8,,2.0,68.28,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet c,YZ Cet,c,1,3,0,0,Radial Velocity,Published Confirmed,0.75215,,,0.58,,0.58,Msini,,0.05,,,,,,30.0,1.6,,,M4 V,,0.17,0.13,,,,,,,,,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet c,YZ Cet,c,1,3,0,0,Radial Velocity,Published Confirmed,3.06008,,,0.98,,0.98,Msini,,0.04,,,,,,,1.68,,,M4.5,3056.0,0.17,0.13,-0.26,[Fe/H],,,5.0,,,83.0,28.3,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet d,YZ Cet,d,1,3,0,0,Radial Velocity,Published Confirmed,4.6568,,,1.21,,1.21,Msini,,0.02,,,,,,315.0,1.8,,,M4 V,,0.17,0.13,,,,,,,,,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet d,YZ Cet,d,1,3,0,0,Radial Velocity,Published Confirmed,4.65626,,,1.09,,1.09,Msini,,0.07,2.7,357.0,BJD,,2452996.83,200.0,1.54,,,M4.5 V,3151.0,0.16,0.14,-0.18,[Fe/H],-2.659,5.17,3.8,,2.0,68.28,,3.71207,269.363,,,,,,,,,,,,,,,10.4294
YZ Cet d,YZ Cet,d,1,3,0,0,Radial Velocity,Published Confirmed,4.65627,,,1.14,,1.14,Msini,,0.129,,,,,,,1.72,,,M4.5,3056.0,0.17,0.13,-0.26,[Fe/H],,,5.0,,,83.0,28.3,3.71207,269.363,,,,,,,,,,,,,,,10.4294
alf Ari b,alf Ari,b,1,1,0,0,Radial Velocity,Published Confirmed,380.8,,,572.07,,572.07,Msini,,0.25,,,,,2451213.52,89.16,41.1,,,,4553.0,13.9,1.5,,,,,,,3.1,,-14.6,20.21019,49.48,3.156,2.00538,-0.196,-0.749,-0.783,,,,,,-0.62,1.645,-0.467,-0.701,
alf Tau b,alf Tau,b,2,1,0,0,Radial Velocity,Published Confirmed,628.96,,,2056.3601,,2056.3601,Msini,,0.1,,,JD,,2451297.0,287.0,142.1,,,K5 III,4055.0,45.1,1.13,-0.27,[Fe/H],,1.2,6.6,,,,,20.4332,48.94,0.375,0.872,-2.095,-2.775,-3.044,,,,,,5.605,1.267,-2.783,-2.927,
b Cen AB b,b Cen A,b,2,1,0,1,Imaging,Published Confirmed,1790000.0,,3464.32964,,,3464.32964,Mass,,0.4,,,,,,,,,,B2.5 V,,,5.5,,,,,0.015,,,,,98.0935,10.2435,3.819,4.01,4.637,4.628,4.487,,,,,,4.55,4.333,4.669,4.596,4.01093
bet Cnc b,bet Cnc,b,2,1,0,0,Radial Velocity,Published Confirmed,605.2,,,2479.0,,2479.0,Msini,,0.08,,,,,2453229.8,58.9,133.0,,,K4 III,4092.1,47.2,1.7,-0.29,[Fe/H],2.9,1.4,1.85,,3.7,,22.6,89.0472,11.23,5.001,3.51012,1.191,0.267,0.19,,,,,,-2.104,-1.241,0.13,0.05,3.04628
bet Pic b,bet Pic,b,1,2,0,0,Imaging,Published Confirmed,6000.0,,2542.533,,,2542.533,Mass,,,,,,,,,,,,,8038.68,1.54,1.95,,,0.953,4.35,,0.7467,,,,19.7442,50.6231,4.013,3.85,3.669,3.544,3.526,,,,,,3.484,3.182,2.597,0.014,3.82015
bet Pic b,bet Pic,b,1,2,0,0,Imaging,Published Confirmed,8617.50952,,3727.80939,,,3727.80939,Mass,,0.106,,,BJD,,2448022.339,21.835,78.791,,,,,,1.79,,,,,,,,,,19.7442,50.6231,4.013,3.85,3.669,3.544,3.526,,,,,,3.484,3.182,2.597,0.014,3.82015
